City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Alexander City,US,2022-05-27 19:26:02,32.944,-85.9539,80.38,44,0,10.36
279,Dezful,IR,2022-05-27 19:27:03,32.3811,48.4058,84.87,10,0,4.43
280,Namatanai,PG,2022-05-27 19:18:32,-3.6667,152.4333,77.83,80,100,1.97
281,Aykhal,RU,2022-05-27 19:20:50,66.0,111.5,33.03,75,100,2.13
282,Kaitangata,NZ,2022-05-27 19:20:48,-46.2817,169.8464,39.52,82,100,5.01
283,Felanitx,ES,2022-05-27 19:18:28,39.4696,3.1483,74.01,58,0,6.73
284,Riyadh,SA,2022-05-27 19:17:31,24.6877,46.7219,91.54,13,6,10.49
285,Cabo San Lucas,MX,2022-05-27 19:18:26,22.8909,-109.9124,91.71,29,0,9.22
286,Semnan,IR,2022-05-27 19:27:03,35.5729,53.3971,71.6,31,0,5.23
287,Aginskoye,RU,2022-05-27 19:27:04,51.1,114.53,41.16,58,10,9.66
288,Vostok,RU,2022-05-27 19:19:44,46.4856,135.8833,48.83,95,100,1.05
289,Kula,TR,2022-05-27 19:27:04,38.5473,28.6498,71.02,48,13,5.95
290,Isangel,VU,2022-05-27 19:22:03,-19.55,169.2667,76.84,86,100,7.81
291,Dharchula,IN,2022-05-27 19:27:04,29.85,80.5333,67.5,81,45,2.1
292,Port Macquarie,AU,2022-05-27 19:27:05,-31.4333,152.9167,52.9,92,53,4.16
293,Gizo,SB,2022-05-27 19:27:05,-8.103,156.8419,82.17,76,100,9.04
294,Sharjah,AE,2022-05-27 19:27:05,25.3573,55.4033,91.69,33,0,4.61
295,Aasiaat,GL,2022-05-27 19:27:06,68.7098,-52.8699,31.6,74,100,6.42
296,Sangar,RU,2022-05-27 19:27:06,63.9242,127.4739,40.89,72,98,0.78
297,Santa Maria,BR,2022-05-27 19:27:07,-29.6842,-53.8069,69.1,78,40,8.05
298,Dunedin,NZ,2022-05-27 19:17:21,-45.8742,170.5036,46.8,71,29,1.01
299,Belaya Gora,RU,2022-05-27 19:23:19,68.5333,146.4167,38.52,47,88,8.63
300,Soe,ID,2022-05-27 19:27:07,-9.8607,124.284,63.68,94,43,3.85
301,Bac Lieu,VN,2022-05-27 19:27:07,9.285,105.7244,79.16,86,100,7.4
302,Rafai,CF,2022-05-27 19:27:08,4.95,23.9167,73.87,74,20,2.35
303,Okato,NZ,2022-05-27 19:27:08,-39.2,173.8833,46.18,86,0,3.0
304,Quatre Cocos,MU,2022-05-27 19:23:20,-20.2078,57.7625,70.09,77,7,7.29
305,Scituate,US,2022-05-27 19:27:09,42.1959,-70.7259,83.48,75,75,16.11
306,Khatanga,RU,2022-05-27 19:19:38,71.9667,102.5,30.09,89,99,2.08
307,Zhuanghe,CN,2022-05-27 19:27:09,39.7008,122.9911,59.86,81,100,6.26
308,Xuddur,SO,2022-05-27 19:25:19,4.1213,43.8894,79.25,60,80,15.48
309,Akyab,MM,2022-05-27 19:27:09,20.15,92.9,82.44,84,94,7.83
310,Santiago,CL,2022-05-27 19:25:50,-33.4569,-70.6483,63.28,61,100,2.3
311,Tezu,IN,2022-05-27 19:27:10,27.9167,96.1667,72.5,95,87,3.4
312,Umm Lajj,SA,2022-05-27 19:27:11,25.0213,37.2685,84.31,45,0,4.54
313,Idenao,CM,2022-05-27 19:27:11,4.2475,9.0047,76.35,96,100,4.23
314,Mackay,AU,2022-05-27 19:27:11,-21.15,149.2,58.68,75,0,5.86
315,Petropavlovsk-Kamchatskiy,RU,2022-05-27 19:27:12,53.0452,158.6483,39.79,87,75,2.24
316,Yerbogachen,RU,2022-05-27 19:27:12,61.2767,108.0108,33.3,63,7,4.97
317,Ambilobe,MG,2022-05-27 19:27:13,-13.2,49.05,71.62,93,90,2.77
318,Shimoda,JP,2022-05-27 19:27:13,34.6667,138.95,68.94,59,0,18.05
319,Mumford,GH,2022-05-27 19:27:14,5.2618,-0.759,79.5,81,43,5.57
320,Kargasok,RU,2022-05-27 19:25:34,59.0556,80.8572,56.79,49,100,9.35
321,Sisimiut,GL,2022-05-27 19:27:14,66.9395,-53.6735,30.88,87,100,7.49
322,Lavrentiya,RU,2022-05-27 19:23:12,65.5833,-171.0,34.57,95,100,4.63
323,Pechenga,RU,2022-05-27 19:27:15,69.5259,31.1703,40.51,96,100,28.19
324,Nantucket,US,2022-05-27 19:26:45,41.2835,-70.0995,66.31,94,100,12.66
325,Maldonado,UY,2022-05-27 19:28:15,-34.6667,-54.9167,56.59,79,96,9.98
326,Cabras,IT,2022-05-27 19:28:15,39.93,8.5314,71.87,85,0,4.05
327,Bubaque,GW,2022-05-27 19:28:16,11.2833,-15.8333,81.05,80,5,8.93
328,Goderich,CA,2022-05-27 19:28:16,43.7501,-81.7165,57.52,88,92,9.22
329,Vestmannaeyjar,IS,2022-05-27 19:28:16,63.4427,-20.2734,50.99,87,75,16.11
330,Sabaudia,IT,2022-05-27 19:28:17,41.3003,13.0282,78.89,61,100,10.78
331,Mantua,IT,2022-05-27 19:28:17,45.1667,10.7833,83.44,69,10,5.86
332,Yarke Pole,UA,2022-05-27 19:28:18,45.608,34.3172,59.56,70,7,7.76
333,Awbari,LY,2022-05-27 19:28:18,26.5921,12.7805,93.96,7,1,5.28
334,Rio Grande,BR,2022-05-27 19:28:18,-32.035,-52.0986,69.91,92,100,8.08
335,Pangkalanbuun,ID,2022-05-27 19:28:18,-2.6833,111.6167,72.03,93,59,2.42
336,Ilulissat,GL,2022-05-27 19:24:26,69.2167,-51.1,33.82,86,75,10.36
337,Visani,RO,2022-05-27 19:28:19,45.15,27.2833,68.09,55,0,8.9
338,Nogales,MX,2022-05-27 19:28:19,31.3086,-110.9422,96.37,11,0,10.36
339,Auki,SB,2022-05-27 19:28:19,-8.7676,160.7034,76.35,88,100,2.33
340,Seguela,CI,2022-05-27 19:28:20,7.9611,-6.6731,77.54,74,54,4.76
341,Yumen,CN,2022-05-27 19:28:20,40.2833,97.2,71.82,14,100,11.52
342,Carbonia,IT,2022-05-27 19:28:20,39.1672,8.5222,71.01,88,52,3.62
343,Dongfeng,CN,2022-05-27 19:28:21,42.6403,125.5118,53.8,83,100,10.02
344,Kazachinskoye,RU,2022-05-27 19:28:21,57.6953,93.2761,42.89,61,0,4.18
345,Kahului,US,2022-05-27 19:24:29,20.8947,-156.47,82.42,51,40,19.57
346,Usinsk,RU,2022-05-27 19:28:22,65.9939,57.5281,45.12,85,99,6.24
347,Mareeba,AU,2022-05-27 19:19:43,-17.0,145.4333,59.43,91,0,2.21
348,Cap Malheureux,MU,2022-05-27 19:25:42,-19.9842,57.6142,70.47,75,0,8.88
349,Villa Carlos Paz,AR,2022-05-27 19:28:22,-31.4241,-64.4978,64.38,33,12,4.0
350,Gilbues,BR,2022-05-27 19:28:23,-9.8317,-45.3439,89.96,28,65,8.32
351,Port Elizabeth,ZA,2022-05-27 19:28:23,-33.918,25.5701,61.09,95,0,5.75
352,Bousso,TD,2022-05-27 19:28:23,10.4795,16.7117,94.91,21,13,4.52
353,San Carlos,VE,2022-05-27 19:28:23,9.6612,-68.5827,74.41,92,100,3.65
354,Bijar,IR,2022-05-27 19:28:24,35.8668,47.6051,57.22,31,5,7.4
355,Shiloh,US,2022-05-27 19:28:24,38.5614,-89.8973,63.99,83,100,14.97
356,Neyshabur,IR,2022-05-27 19:28:24,36.2133,58.7958,62.22,48,1,3.96
357,Ixtapa,MX,2022-05-27 19:28:25,20.7,-105.2,83.43,65,20,9.22
358,Calabozo,VE,2022-05-27 19:28:25,8.9242,-67.4293,81.0,68,100,2.98
359,Ahipara,NZ,2022-05-27 19:23:08,-35.1667,173.1667,56.77,83,98,8.79
360,Santa Comba,ES,2022-05-27 19:28:25,43.0331,-8.8093,77.79,57,26,5.37
361,Bayangol,RU,2022-05-27 19:28:26,50.6977,103.4656,37.4,98,100,2.35
362,Vestmanna,FO,2022-05-27 19:28:26,62.1564,-7.1664,43.72,87,100,24.16
363,Inhambane,MZ,2022-05-27 19:28:26,-23.865,35.3833,67.98,83,20,4.61
364,Shevchenkove,UA,2022-05-27 19:28:27,49.6959,37.1735,54.61,83,27,8.72
365,Sawtell,AU,2022-05-27 19:28:27,-30.3833,153.1,56.19,94,6,0.0
366,Faya,SA,2022-05-27 19:28:27,18.3851,42.4509,70.32,52,0,4.21
367,Souillac,MU,2022-05-27 19:28:28,-20.5167,57.5167,70.18,88,20,3.44
368,Rumoi,JP,2022-05-27 19:28:28,43.9344,141.6428,56.71,96,88,6.26
369,Flinders,AU,2022-05-27 19:27:56,-34.5833,150.8552,57.06,93,100,1.99
370,Adrar,MR,2022-05-27 19:25:38,20.5022,-10.0711,96.8,20,70,6.64
371,Coari,BR,2022-05-27 19:29:28,-4.085,-63.1414,85.17,63,100,3.94
372,Cienaga,CO,2022-05-27 19:29:29,11.007,-74.2476,91.53,66,20,6.91
373,Oga,IT,2022-05-27 19:29:29,46.4631,10.347,61.48,85,23,5.88
374,Smithville,US,2022-05-27 19:25:59,39.3869,-94.5811,78.13,48,0,5.75
375,Mataram,ID,2022-05-27 19:29:29,-8.5833,116.1167,77.81,85,100,2.68
376,Lata,PT,2022-05-27 19:29:30,40.1629,-8.3327,79.99,34,100,1.19
377,Santa Ines,BR,2022-05-27 19:26:46,-3.6667,-45.38,80.8,85,32,4.32
378,Kabompo,ZM,2022-05-27 19:29:30,-13.5927,24.2008,59.58,47,0,4.52
379,Ola,RU,2022-05-27 19:29:30,59.5833,151.2833,39.15,96,100,2.62
380,Coihaique,CL,2022-05-27 19:29:30,-45.5752,-72.0662,42.75,56,20,0.0
381,Chicama,PE,2022-05-27 19:29:31,-7.8447,-79.1469,63.14,58,11,9.69
382,Luang Prabang,LA,2022-05-27 19:29:31,19.8856,102.1347,73.49,91,91,1.68
383,Yeppoon,AU,2022-05-27 19:29:31,-23.1333,150.7333,58.78,86,3,3.47
384,Campbellsville,US,2022-05-27 19:29:31,37.3434,-85.3419,68.11,54,65,5.99
385,Tallahassee,US,2022-05-27 19:25:23,30.4383,-84.2807,90.09,47,75,9.22
386,Naivasha,KE,2022-05-27 19:29:32,-0.7167,36.4359,62.1,89,97,2.55
387,Lixourion,GR,2022-05-27 19:29:32,38.2019,20.4314,69.8,88,20,0.0
388,Okha,RU,2022-05-27 19:29:32,53.5739,142.9478,34.93,98,100,14.72
389,Vanderhoof,CA,2022-05-27 19:26:48,54.0166,-124.0198,49.33,89,100,2.53
390,Omboue,GA,2022-05-27 19:29:33,-1.5746,9.2618,74.91,84,62,5.53
391,Chulym,RU,2022-05-27 19:29:33,55.0997,80.9572,57.07,58,100,8.16
392,Coahuayana,MX,2022-05-27 19:20:53,18.7333,-103.6833,92.35,50,12,8.66
393,Ancud,CL,2022-05-27 19:23:11,-41.8697,-73.8203,48.63,59,61,5.82
394,Sturgis,US,2022-05-27 19:29:33,41.7992,-85.4192,75.33,65,100,8.05
395,Vanavara,RU,2022-05-27 19:29:33,60.34,102.2797,35.22,65,7,4.05
396,Zhongshan,CN,2022-05-27 19:29:34,21.3226,110.5829,79.57,88,100,10.31
397,Otane,NZ,2022-05-27 19:29:34,-39.8833,176.6333,43.02,93,0,2.04
398,Meulaboh,ID,2022-05-27 19:29:34,4.1363,96.1285,76.57,87,71,5.93
399,Zapolyarnyy,RU,2022-05-27 19:29:34,69.4154,30.8136,38.48,97,100,27.36
400,Okhotsk,RU,2022-05-27 19:29:35,59.3833,143.3,35.28,94,63,1.77
401,Tevriz,RU,2022-05-27 19:29:35,57.509,72.4042,48.99,76,84,8.9
402,Namibe,AO,2022-05-27 19:19:37,-15.1961,12.1522,66.52,85,3,7.87
403,Evensk,RU,2022-05-27 19:20:57,61.95,159.2333,37.98,98,100,0.76
404,San Patricio,US,2022-05-27 19:21:59,28.017,-97.5169,95.07,36,0,9.13
405,Dargaville,NZ,2022-05-27 19:25:04,-35.9333,173.8833,51.76,86,69,3.91
406,Kuching,MY,2022-05-27 19:29:35,1.55,110.3333,75.42,94,20,2.3
407,Madang,PG,2022-05-27 19:29:36,-5.2246,145.7966,74.44,92,90,4.36
408,Diffa,NE,2022-05-27 19:29:36,13.3154,12.6113,90.79,10,5,6.42
409,San Ramon,US,2022-05-27 19:24:43,37.7799,-121.978,74.26,64,0,13.8
410,Damietta,EG,2022-05-27 19:29:36,31.4165,31.8133,73.38,75,0,8.55
411,La Macarena,CO,2022-05-27 19:29:36,2.1837,-73.7849,73.24,97,100,2.24
412,Prince George,CA,2022-05-27 19:27:38,53.9166,-122.753,50.25,95,100,3.44
413,Avera,US,2022-05-27 19:29:37,33.194,-82.5271,86.38,35,41,13.76
414,Lucera,IT,2022-05-27 19:30:37,41.5082,15.3351,69.62,64,100,4.85
415,Chiredzi,ZW,2022-05-27 19:30:37,-21.05,31.6667,66.81,76,76,3.74
416,San Felipe,VE,2022-05-27 19:30:38,10.3399,-68.7425,76.06,81,100,4.38
417,Deputatskiy,RU,2022-05-27 19:30:38,69.3,139.9,20.91,91,50,1.7
418,Karasjok,NO,2022-05-27 19:26:50,69.4719,25.5112,43.48,83,100,23.53
419,Raudeberg,NO,2022-05-27 19:30:38,61.9875,5.1352,48.87,90,54,14.45
420,Beruwala,LK,2022-05-27 19:30:38,6.4788,79.9828,79.11,85,89,11.77
421,Neuquen,AR,2022-05-27 19:28:20,-38.9516,-68.0591,48.09,43,0,3.44
422,Waipawa,NZ,2022-05-27 19:30:39,-41.4122,175.5153,41.38,86,0,4.63
423,Mayo,US,2022-05-27 19:30:39,38.8876,-76.5119,71.19,91,75,12.66
424,Podporozhye,RU,2022-05-27 19:30:39,60.9112,34.1706,46.51,96,92,3.96
425,Alice Springs,AU,2022-05-27 19:30:39,-23.7,133.8833,54.95,62,98,5.75
426,Maumere,ID,2022-05-27 19:30:40,-8.6199,122.2111,78.04,81,86,1.83
427,Nabire,ID,2022-05-27 19:30:40,-3.3667,135.4833,74.73,91,80,3.2
428,Kologriv,RU,2022-05-27 19:30:40,58.8275,44.3178,45.25,97,100,1.14
429,Ulladulla,AU,2022-05-27 19:30:40,-35.35,150.4667,55.76,92,100,5.53
430,Yagodnoye,RU,2022-05-27 19:30:41,62.55,149.6667,33.89,86,79,2.89
431,Kenai,US,2022-05-27 19:23:25,60.5544,-151.2583,66.02,39,0,9.22
432,Mayumba,GA,2022-05-27 19:30:41,-3.432,10.6554,73.15,91,26,5.91
433,Tabou,CI,2022-05-27 19:30:41,4.423,-7.3528,79.02,84,34,7.36
434,Hohhot,CN,2022-05-27 19:30:41,40.8106,111.6522,59.29,38,0,4.47
435,Tabas,IR,2022-05-27 19:30:42,33.5959,56.9244,77.38,16,0,9.73
436,Salalah,OM,2022-05-27 19:20:54,17.0151,54.0924,84.29,79,40,8.05
437,Morondava,MG,2022-05-27 19:30:42,-20.2833,44.2833,74.14,50,0,12.41
438,Kanniyakumari,IN,2022-05-27 19:30:42,8.0833,77.5667,79.75,84,9,17.16
439,Necochea,AR,2022-05-27 19:26:31,-38.5473,-58.7368,52.25,58,100,11.7
440,Agadez,NE,2022-05-27 19:30:42,19.75,10.25,93.54,12,5,5.82
441,Natal,BR,2022-05-27 19:29:02,-5.795,-35.2094,84.42,84,20,8.05
442,Makat,KZ,2022-05-27 19:30:43,47.6469,53.3463,66.09,56,95,16.08
443,Cabedelo,BR,2022-05-27 19:27:32,-6.9811,-34.8339,79.47,84,79,15.64
444,San Rafael Del Sur,NI,2022-05-27 19:30:43,11.8485,-86.4384,88.77,52,90,7.14
445,Filadelfia,US,2022-05-27 19:27:44,39.9523,-75.1638,80.62,81,100,20.71
446,Calvinia,ZA,2022-05-27 19:30:43,-31.4707,19.776,55.44,34,0,3.11
447,Praia Da Vitoria,PT,2022-05-27 19:30:44,38.7333,-27.0667,68.25,77,40,13.51
448,Gimli,CA,2022-05-27 19:30:44,50.6336,-96.9907,50.02,87,30,3.44
449,Pangody,RU,2022-05-27 19:22:01,65.85,74.4859,55.83,38,12,10.74
450,Srostki,RU,2022-05-27 19:30:44,52.4189,85.7022,55.56,70,25,1.23
451,Oyama,JP,2022-05-27 19:30:44,36.3,139.8,67.59,80,0,1.28
452,Kudahuvadhoo,MV,2022-05-27 19:30:45,2.6708,72.8944,83.14,72,16,12.86
453,Ginir,ET,2022-05-27 19:30:45,7.1333,40.7,57.2,90,96,3.74
454,Butterworth,MY,2022-05-27 19:30:45,5.3991,100.3638,82.44,93,20,2.3
455,Rubizhne,UA,2022-05-27 19:30:45,49.0123,38.3797,62.49,65,100,9.08
456,Kushiro,JP,2022-05-27 19:30:46,42.975,144.3747,51.85,99,100,12.91
457,Muyezerskiy,RU,2022-05-27 19:30:46,63.9333,31.65,45.86,83,99,3.53
458,Vagur,FO,2022-05-27 19:30:46,61.4732,-6.8119,45.23,83,12,22.41
459,Fort Nelson,CA,2022-05-27 19:20:47,58.8053,-122.7002,62.4,43,100,4.29
460,Kayes,ML,2022-05-27 19:31:46,14.0,-11.0,95.41,33,49,12.3
461,Capela,BR,2022-05-27 19:31:47,-10.5033,-37.0528,72.86,84,11,7.05
462,Barabai,ID,2022-05-27 19:26:52,-2.5833,115.3833,73.71,96,100,0.65
463,Shirokiy,RU,2022-05-27 19:31:47,49.758,129.523,48.67,89,51,6.02
464,Sur,OM,2022-05-27 19:31:47,22.5667,59.5289,89.49,49,0,9.69
465,Amga,RU,2022-05-27 19:31:47,60.8953,131.9608,43.99,74,100,6.33
466,Kaohsiung,TW,2022-05-27 19:28:31,22.6163,120.3133,79.03,97,40,3.44
467,Santana Do Livramento,BR,2022-05-27 19:31:48,-30.8908,-55.5328,59.59,97,100,6.02
468,Xiongyue,CN,2022-05-27 19:31:48,40.1774,122.1228,65.8,39,97,11.03
469,Tautira,PF,2022-05-27 19:31:48,-17.7333,-149.15,79.83,68,3,14.92
470,Basco,PH,2022-05-27 19:22:07,20.4487,121.9702,83.05,79,99,10.8
471,Mount Isa,AU,2022-05-27 19:26:47,-20.7333,139.5,60.57,55,0,10.36
472,Qasigiannguit,GL,2022-05-27 19:31:49,68.8193,-51.1922,34.05,82,100,2.98
473,Touros,BR,2022-05-27 19:31:49,-5.1989,-35.4608,77.25,90,100,14.05
474,Waingapu,ID,2022-05-27 19:28:00,-9.6567,120.2641,76.12,87,100,6.91
475,Eyl,SO,2022-05-27 19:31:49,7.9803,49.8164,81.43,69,83,17.83
476,Ardakan,IR,2022-05-27 19:31:49,32.31,54.0175,76.98,21,0,5.75
477,Penzance,GB,2022-05-27 19:31:50,50.1186,-5.5371,56.08,73,7,11.48
478,El Terrero,HN,2022-05-27 19:31:50,14.0667,-87.0667,77.85,54,40,6.91
479,Mount Gambier,AU,2022-05-27 19:28:02,-37.8333,140.7667,45.14,91,100,4.34
480,Bethanien,NA,2022-05-27 19:31:50,-26.502,17.1583,63.61,21,0,8.52
481,Chichicastenango,GT,2022-05-27 19:31:50,14.9333,-91.1167,62.64,89,100,1.99
482,Mae Hong Son,TH,2022-05-27 19:31:51,19.3003,97.9685,72.75,94,12,1.59
483,Tambura,SS,2022-05-27 19:31:51,5.6,27.4667,73.71,67,100,4.29
484,Redlands,US,2022-05-27 19:31:51,34.0556,-117.1825,93.52,46,0,4.61
485,Torbay,CA,2022-05-27 19:31:51,47.6666,-52.7314,48.27,66,75,9.22
486,Miandrivazo,MG,2022-05-27 19:31:52,-19.5167,45.4667,69.48,79,5,2.71
487,Simpang,ID,2022-05-27 19:31:52,-1.2667,104.0833,74.97,97,100,1.74
488,Hirara,JP,2022-05-27 19:31:52,24.8,125.2833,79.83,89,100,21.32
489,Pyatnitskoye,RU,2022-05-27 19:31:52,50.4233,37.8273,52.66,87,22,9.19
490,Douentza,ML,2022-05-27 19:31:53,14.9951,-2.9517,99.73,19,37,6.31
491,Killarney,IE,2022-05-27 19:31:53,52.05,-9.5167,53.38,79,18,3.58
492,Arica,CL,2022-05-27 19:26:46,-18.475,-70.3042,72.95,68,0,11.5
493,Angoche,MZ,2022-05-27 19:31:53,-16.2325,39.9086,75.96,67,91,12.37
494,Yenangyaung,MM,2022-05-27 19:31:53,20.4667,94.8833,82.22,65,6,9.24
495,Mondovi,IT,2022-05-27 19:31:54,44.396,7.8176,74.71,91,13,4.7
496,Adra,ES,2022-05-27 19:31:54,36.7496,-3.0206,78.39,56,2,1.74
497,Tairua,NZ,2022-05-27 19:31:54,-37.0167,175.85,52.43,82,11,3.58
498,Uyemskiy,RU,2022-05-27 19:31:54,64.4743,40.8524,48.25,93,40,6.71
499,Taloda,IN,2022-05-27 19:31:55,21.5667,74.2167,82.42,71,11,19.35
500,Rexburg,US,2022-05-27 19:31:55,43.826,-111.7897,74.71,27,20,17.27
501,Comodoro Rivadavia,AR,2022-05-27 19:31:55,-45.8667,-67.5,49.86,32,0,12.66
502,Chernyshevsk,RU,2022-05-27 19:31:55,52.5243,117.0174,42.84,62,83,13.29
503,San Cristobal,VE,2022-05-27 19:24:30,7.7669,-72.225,78.98,94,99,5.14
504,Mazyr,BY,2022-05-27 19:32:56,52.0495,29.2456,50.4,93,100,15.01
505,Champasak,LA,2022-05-27 19:32:56,14.75,106.0,72.36,100,100,1.19
506,Monospita,GR,2022-05-27 19:32:56,40.6192,22.1761,74.66,83,100,1.39
507,Obidos,BR,2022-05-27 19:32:57,-1.9175,-55.5181,84.87,65,92,5.44
508,Lufilufi,WS,2022-05-27 19:32:57,-13.8745,-171.5986,76.78,76,68,19.04
509,Barahona,DO,2022-05-27 19:30:05,18.2085,-71.1008,89.42,62,40,20.71
510,San Pedro,PH,2022-05-27 19:32:57,14.35,121.0167,83.43,84,75,1.14
511,Niort,FR,2022-05-27 19:32:57,46.3333,-0.3333,64.71,72,15,1.01
512,Ahtopol,BG,2022-05-27 19:32:58,42.1,27.95,61.3,84,6,6.58
513,Hami,CN,2022-05-27 19:25:40,42.8,93.45,79.27,30,100,4.34
514,Chinna Salem,IN,2022-05-27 19:32:58,11.65,78.9,78.24,83,100,1.99
515,Cervo,ES,2022-05-27 19:32:58,43.6702,-7.4101,61.97,89,34,18.16
516,Severobaykalsk,RU,2022-05-27 19:32:58,55.65,109.3167,34.27,78,4,8.19
517,Darnah,LY,2022-05-27 19:32:59,32.767,22.6367,76.93,41,0,4.56
518,Ust-Ishim,RU,2022-05-27 19:32:59,57.6935,71.1665,49.42,68,99,11.63
519,Bucerias,MX,2022-05-27 19:30:27,20.75,-105.3333,84.18,65,20,9.22
520,Kapoeta,SS,2022-05-27 19:32:59,4.7717,33.5903,71.2,85,100,7.4
521,Mahibadhoo,MV,2022-05-27 19:32:59,3.7833,72.9667,82.18,77,8,13.42
522,Japura,ID,2022-05-27 19:33:00,-0.3167,102.35,74.43,98,98,1.68
523,Ichinohe,JP,2022-05-27 19:33:00,40.2069,141.3017,54.54,94,61,3.94
524,Pangnirtung,CA,2022-05-27 19:33:00,66.1451,-65.7125,28.4,74,75,13.8
525,Richards Bay,ZA,2022-05-27 19:33:01,-28.783,32.0377,65.35,92,1,7.02
526,Ozinki,RU,2022-05-27 19:33:01,51.1786,49.6769,54.14,87,98,13.62
527,Hit,IQ,2022-05-27 19:33:01,33.6416,42.8251,82.47,12,0,8.72
528,Kwinana,AU,2022-05-27 19:31:08,-32.25,115.7667,60.24,56,8,7.85
529,Bowmore,US,2022-05-27 19:33:02,34.9421,-79.3031,80.74,80,75,9.22
530,Tingi,TZ,2022-05-27 19:33:02,-11.3,35.0333,59.74,85,11,1.9
531,Haines Junction,CA,2022-05-27 19:33:02,60.7522,-137.5108,55.35,58,100,9.22
532,Kabelvag,NO,2022-05-27 19:33:03,68.2114,14.4817,53.6,62,0,8.05
533,Rokupr,SL,2022-05-27 19:33:03,8.6717,-12.395,77.9,90,100,3.18
534,Rawson,AR,2022-05-27 19:30:56,-43.3002,-65.1023,47.91,50,8,6.93
535,Balkanabat,TM,2022-05-27 19:33:04,39.5108,54.3671,71.49,30,0,3.09
536,San Rafael,AR,2022-05-27 19:33:04,-34.6177,-68.3301,52.25,47,100,4.88
537,Derzhavinsk,KZ,2022-05-27 19:23:12,51.1,66.3167,58.69,46,75,5.48
538,Qinzhou,CN,2022-05-27 19:33:04,21.95,108.6167,78.35,88,100,4.21
539,Romitan,UZ,2022-05-27 19:33:05,39.9343,64.3814,64.35,48,0,4.61
540,Khuzhir,RU,2022-05-27 19:33:05,53.1939,107.3397,39.07,75,0,8.3
541,Kenora,CA,2022-05-27 19:30:31,49.8167,-94.4337,72.57,33,40,8.05
542,Hualmay,PE,2022-05-27 19:33:05,-11.0964,-77.6139,68.38,70,14,10.87
543,Tarazona,ES,2022-05-27 19:33:06,41.9,-1.7333,67.82,66,0,11.52
544,Nouadhibou,MR,2022-05-27 19:33:06,20.931,-17.0347,69.78,83,6,20.71
545,Paka,MY,2022-05-27 19:33:06,4.6374,103.4368,78.73,94,100,0.0
546,Sedalia,US,2022-05-27 19:33:07,38.7045,-93.2283,71.74,60,0,10.36
547,Oboyan,RU,2022-05-27 19:34:07,51.2098,36.2792,56.3,81,99,14.25
548,Clyde River,CA,2022-05-27 19:34:07,70.4692,-68.5914,21.43,86,100,20.71
549,Zeya,RU,2022-05-27 19:34:08,53.75,127.2667,54.86,88,100,12.06
550,Itaueira,BR,2022-05-27 19:34:08,-7.6033,-43.0256,87.01,38,91,6.8
551,Xining,CN,2022-05-27 19:29:28,36.6167,101.7667,54.37,58,97,2.91
552,San Andres,CO,2022-05-27 19:34:08,12.5847,-81.7006,87.82,70,75,9.22
553,Pak Chong,TH,2022-05-27 19:34:09,14.708,101.4161,74.34,85,100,7.16
554,Dalvik,IS,2022-05-27 19:34:09,65.9702,-18.5286,42.73,84,92,2.19
555,Mahajanga,MG,2022-05-27 19:34:09,-15.7167,46.3167,78.82,89,20,6.91
556,Ukholovo,RU,2022-05-27 19:34:10,53.7929,40.4892,47.55,92,28,10.45
557,Kaliyaganj,IN,2022-05-27 19:24:27,25.6333,88.3167,81.46,63,4,8.59
558,Omsukchan,RU,2022-05-27 19:34:10,62.5333,155.8,37.06,99,100,4.25
